,translated_question,translated_context,retriever_score,ranker_score,rank,native_context,native_question
1358,How do subjects of personal data respond to requests from state bodies?,"6) inform state bodies, as well as subjects of personal data on their requests or requests about the state of affairs in the field of protection of the rights of subjects of personal data;",0.73964864,0.6888554,0,"6) информировать государственные органы, а также субъектов персональных данных по их обращениям или запросам о положении дел в области защиты прав субъектов персональных данных;",Как субъекты персональных данных реагируют на запросы государственных органов?
1359,Who can state bodies and what else?,"6) inform state bodies, as well as subjects of personal data on their requests or requests about the state of affairs in the field of protection of the rights of subjects of personal data;",0.48766243,0.35190356,2,"6) информировать государственные органы, а также субъектов персональных данных по их обращениям или запросам о положении дел в области защиты прав субъектов персональных данных;",Кто может госорганы и что еще?
1360,How can a state body obtain information about the protection of their rights?,"6) inform state bodies, as well as subjects of personal data on their requests or requests about the state of affairs in the field of protection of the rights of subjects of personal data;",0.61415845,0.5188492,0,"6) информировать государственные органы, а также субъектов персональных данных по их обращениям или запросам о положении дел в области защиты прав субъектов персональных данных;",Как государственный орган может получить информацию о защите своих прав?
1361,How do subjects of personal data get in touch with state bodies?,"6) inform state bodies, as well as subjects of personal data on their requests or requests about the state of affairs in the field of protection of the rights of subjects of personal data;",0.7282123,0.672004,0,"6) информировать государственные органы, а также субъектов персональных данных по их обращениям или запросам о положении дел в области защиты прав субъектов персональных данных;",Как субъекты персональных данных связываются с государственными органами?
1362,7) perform other duties provided for by the legislation of the Russian Federation.,7) perform other duties provided for by the legislation of the Russian Federation.,1.0,1.0,0,7) выполнять иные предусмотренные законодательством Российской Федерации обязанности.,"7) выполнять иные обязанности, предусмотренные законодательством Российской Федерации."
1363,What is the number of duties that the Russian Federation has in regard to the Russian Federation?,7) perform other duties provided for by the legislation of the Russian Federation.,0.8170609,0.79830295,0,7) выполнять иные предусмотренные законодательством Российской Федерации обязанности.,"Каково количество обязанностей, которые имеет Российская Федерация по отношению к Российской Федерации?"
1364,What is the name of the person who performs other duties provided for by the legislation of the Russian Federation?,7) perform other duties provided for by the legislation of the Russian Federation.,0.7930084,0.7274354,0,7) выполнять иные предусмотренные законодательством Российской Федерации обязанности.,"Как называется лицо, выполняющее иные обязанности, предусмотренные законодательством РФ?"
1365,Who cooperates with the bodies authorized to protect the rights of subjects of personal data in foreign states?,"5.1. The authorized body for the protection of the rights of subjects of personal data cooperates with the bodies authorized to protect the rights of subjects of personal data in foreign states, in particular, the international exchange of information on the protection of the rights of subjects of personal data, approves the list of foreign states that provide adequate protection of the rights of subjects of personal data. (as amended by Federal Law No. 261-FZ of July 25, 2011)",0.8194063,0.8264406,0,"5.1. Уполномоченный орган по защите прав субъектов персональных данных осуществляет сотрудничество с органами, уполномоченными по защите прав субъектов персональных данных в иностранных государствах, в частности международный обмен информацией о защите прав субъектов персональных данных, утверждает перечень иностранных государств, обеспечивающих адекватную защиту прав субъектов персональных данных. (в ред. Федерального закона от 25.07.2011 N 261-ФЗ)","Кто сотрудничает с органами, уполномоченными на защиту прав субъектов персональных данных в иностранных государствах?"
1366,What is the authorized body for the protection of the rights of subjects of personal data?,"5.1. The authorized body for the protection of the rights of subjects of personal data cooperates with the bodies authorized to protect the rights of subjects of personal data in foreign states, in particular, the international exchange of information on the protection of the rights of subjects of personal data, approves the list of foreign states that provide adequate protection of the rights of subjects of personal data. (as amended by Federal Law No. 261-FZ of July 25, 2011)",0.8423132,0.9004785,5,"5.1. Уполномоченный орган по защите прав субъектов персональных данных осуществляет сотрудничество с органами, уполномоченными по защите прав субъектов персональных данных в иностранных государствах, в частности международный обмен информацией о защите прав субъектов персональных данных, утверждает перечень иностранных государств, обеспечивающих адекватную защиту прав субъектов персональных данных. (в ред. Федерального закона от 25.07.2011 N 261-ФЗ)",Что такое уполномоченный орган по защите прав субъектов персональных данных?
1367,Who cooperates with the authorized body for the protection of the rights of subjects of personal data in foreign states?,"5.1. The authorized body for the protection of the rights of subjects of personal data cooperates with the bodies authorized to protect the rights of subjects of personal data in foreign states, in particular, the international exchange of information on the protection of the rights of subjects of personal data, approves the list of foreign states that provide adequate protection of the rights of subjects of personal data. (as amended by Federal Law No. 261-FZ of July 25, 2011)",0.8570674,0.86826664,0,"5.1. Уполномоченный орган по защите прав субъектов персональных данных осуществляет сотрудничество с органами, уполномоченными по защите прав субъектов персональных данных в иностранных государствах, в частности международный обмен информацией о защите прав субъектов персональных данных, утверждает перечень иностранных государств, обеспечивающих адекватную защиту прав субъектов персональных данных. (в ред. Федерального закона от 25.07.2011 N 261-ФЗ)",С кем сотрудничает уполномоченный орган по защите прав субъектов персональных данных в иностранных государствах?
1368,Who does the authorized body for the protection of the rights of subjects of personal data cooperate with?,"5.1. The authorized body for the protection of the rights of subjects of personal data cooperates with the bodies authorized to protect the rights of subjects of personal data in foreign states, in particular, the international exchange of information on the protection of the rights of subjects of personal data, approves the list of foreign states that provide adequate protection of the rights of subjects of personal data. (as amended by Federal Law No. 261-FZ of July 25, 2011)",0.8224873,0.8924313,4,"5.1. Уполномоченный орган по защите прав субъектов персональных данных осуществляет сотрудничество с органами, уполномоченными по защите прав субъектов персональных данных в иностранных государствах, в частности международный обмен информацией о защите прав субъектов персональных данных, утверждает перечень иностранных государств, обеспечивающих адекватную защиту прав субъектов персональных данных. (в ред. Федерального закона от 25.07.2011 N 261-ФЗ)",С кем сотрудничает уполномоченный орган по защите прав субъектов персональных данных?
1369,What does the authorized body cooperate with the bodies authorized to protect?,"5.1. The authorized body for the protection of the rights of subjects of personal data cooperates with the bodies authorized to protect the rights of subjects of personal data in foreign states, in particular, the international exchange of information on the protection of the rights of subjects of personal data, approves the list of foreign states that provide adequate protection of the rights of subjects of personal data. (as amended by Federal Law No. 261-FZ of July 25, 2011)",0.55616874,0.52715665,0,"5.1. Уполномоченный орган по защите прав субъектов персональных данных осуществляет сотрудничество с органами, уполномоченными по защите прав субъектов персональных данных в иностранных государствах, в частности международный обмен информацией о защите прав субъектов персональных данных, утверждает перечень иностранных государств, обеспечивающих адекватную защиту прав субъектов персональных данных. (в ред. Федерального закона от 25.07.2011 N 261-ФЗ)","Что уполномоченный орган сотрудничает с органами, уполномоченными на охрану?"
1370,What does the authorized body for the protection of the rights of subjects of personal data cooperate with the bodies authorized to protect?,"5.1. The authorized body for the protection of the rights of subjects of personal data cooperates with the bodies authorized to protect the rights of subjects of personal data in foreign states, in particular, the international exchange of information on the protection of the rights of subjects of personal data, approves the list of foreign states that provide adequate protection of the rights of subjects of personal data. (as amended by Federal Law No. 261-FZ of July 25, 2011)",0.8314572,0.8620918,3,"5.1. Уполномоченный орган по защите прав субъектов персональных данных осуществляет сотрудничество с органами, уполномоченными по защите прав субъектов персональных данных в иностранных государствах, в частности международный обмен информацией о защите прав субъектов персональных данных, утверждает перечень иностранных государств, обеспечивающих адекватную защиту прав субъектов персональных данных. (в ред. Федерального закона от 25.07.2011 N 261-ФЗ)","В чем взаимодействует уполномоченный орган по защите прав субъектов персональных данных с органами, уполномоченными на защиту?"
1371,Who cooperates with the authorized body for the protection of the rights of subjects of personal data?,"5.1. The authorized body for the protection of the rights of subjects of personal data cooperates with the bodies authorized to protect the rights of subjects of personal data in foreign states, in particular, the international exchange of information on the protection of the rights of subjects of personal data, approves the list of foreign states that provide adequate protection of the rights of subjects of personal data. (as amended by Federal Law No. 261-FZ of July 25, 2011)",0.7989469,0.87804216,4,"5.1. Уполномоченный орган по защите прав субъектов персональных данных осуществляет сотрудничество с органами, уполномоченными по защите прав субъектов персональных данных в иностранных государствах, в частности международный обмен информацией о защите прав субъектов персональных данных, утверждает перечень иностранных государств, обеспечивающих адекватную защиту прав субъектов персональных данных. (в ред. Федерального закона от 25.07.2011 N 261-ФЗ)",С кем сотрудничает уполномоченный орган по защите прав субъектов персональных данных?
1372,Who is authorized to protect the rights of subjects of personal data?,"5.1. The authorized body for the protection of the rights of subjects of personal data cooperates with the bodies authorized to protect the rights of subjects of personal data in foreign states, in particular, the international exchange of information on the protection of the rights of subjects of personal data, approves the list of foreign states that provide adequate protection of the rights of subjects of personal data. (as amended by Federal Law No. 261-FZ of July 25, 2011)",0.7858067,0.81586486,4,"5.1. Уполномоченный орган по защите прав субъектов персональных данных осуществляет сотрудничество с органами, уполномоченными по защите прав субъектов персональных данных в иностранных государствах, в частности международный обмен информацией о защите прав субъектов персональных данных, утверждает перечень иностранных государств, обеспечивающих адекватную защиту прав субъектов персональных данных. (в ред. Федерального закона от 25.07.2011 N 261-ФЗ)",Кто уполномочен защищать права субъектов персональных данных?
1373,Who is authorized to protect the rights of subjects of what?,"5.1. The authorized body for the protection of the rights of subjects of personal data cooperates with the bodies authorized to protect the rights of subjects of personal data in foreign states, in particular, the international exchange of information on the protection of the rights of subjects of personal data, approves the list of foreign states that provide adequate protection of the rights of subjects of personal data. (as amended by Federal Law No. 261-FZ of July 25, 2011)",0.64620125,0.48219287,1,"5.1. Уполномоченный орган по защите прав субъектов персональных данных осуществляет сотрудничество с органами, уполномоченными по защите прав субъектов персональных данных в иностранных государствах, в частности международный обмен информацией о защите прав субъектов персональных данных, утверждает перечень иностранных государств, обеспечивающих адекватную защиту прав субъектов персональных данных. (в ред. Федерального закона от 25.07.2011 N 261-ФЗ)",Кто уполномочен защищать права субъектов чего?
1374,Who is authorized to protect the rights of subjects of personal data in foreign states?,"5.1. The authorized body for the protection of the rights of subjects of personal data cooperates with the bodies authorized to protect the rights of subjects of personal data in foreign states, in particular, the international exchange of information on the protection of the rights of subjects of personal data, approves the list of foreign states that provide adequate protection of the rights of subjects of personal data. (as amended by Federal Law No. 261-FZ of July 25, 2011)",0.8401692,0.7656146,0,"5.1. Уполномоченный орган по защите прав субъектов персональных данных осуществляет сотрудничество с органами, уполномоченными по защите прав субъектов персональных данных в иностранных государствах, в частности международный обмен информацией о защите прав субъектов персональных данных, утверждает перечень иностранных государств, обеспечивающих адекватную защиту прав субъектов персональных данных. (в ред. Федерального закона от 25.07.2011 N 261-ФЗ)",Кто уполномочен защищать права субъектов персональных данных в иностранных государствах?
1375,What is the purpose of the cooperation between the authorized body for the protection of the rights of subjects of personal data and foreign bodies?,"5.1. The authorized body for the protection of the rights of subjects of personal data cooperates with the bodies authorized to protect the rights of subjects of personal data in foreign states, in particular, the international exchange of information on the protection of the rights of subjects of personal data, approves the list of foreign states that provide adequate protection of the rights of subjects of personal data. (as amended by Federal Law No. 261-FZ of July 25, 2011)",0.84509,0.7706315,0,"5.1. Уполномоченный орган по защите прав субъектов персональных данных осуществляет сотрудничество с органами, уполномоченными по защите прав субъектов персональных данных в иностранных государствах, в частности международный обмен информацией о защите прав субъектов персональных данных, утверждает перечень иностранных государств, обеспечивающих адекватную защиту прав субъектов персональных данных. (в ред. Федерального закона от 25.07.2011 N 261-ФЗ)",На что направлено сотрудничество уполномоченного органа по защите прав субъектов персональных данных с иностранными органами?
1376,Whose decisions may be appealed in court?,6. Decisions of the authorized body for the protection of the rights of subjects of personal data may be appealed in court.,0.58441144,0.3382663,0,6. Решения уполномоченного органа по защите прав субъектов персональных данных могут быть обжалованы в судебном порядке.,Чьи решения могут быть обжалованы в суде?
1377,Where can decisions of the authorized body for protection of the rights of subjects of personal data be appealed?,6. Decisions of the authorized body for the protection of the rights of subjects of personal data may be appealed in court.,0.91392255,0.87251264,0,6. Решения уполномоченного органа по защите прав субъектов персональных данных могут быть обжалованы в судебном порядке.,Куда можно обжаловать решения уполномоченного органа по защите прав субъектов персональных данных?
1378,Where can a decision of the authorized body for protection of the rights of subjects of personal data be appealed?,6. Decisions of the authorized body for the protection of the rights of subjects of personal data may be appealed in court.,0.90059304,0.86719114,0,6. Решения уполномоченного органа по защите прав субъектов персональных данных могут быть обжалованы в судебном порядке.,Куда можно обжаловать решение уполномоченного органа по защите прав субъектов персональных данных?
1379,What rights may be appealed in court?,6. Decisions of the authorized body for the protection of the rights of subjects of personal data may be appealed in court.,0.6270481,0.4034113,0,6. Решения уполномоченного органа по защите прав субъектов персональных данных могут быть обжалованы в судебном порядке.,Какие права могут быть обжалованы в суде?
1380,What is the possibility of appealing a decision of the authorized body for protection of the rights of subjects of personal data?,6. Decisions of the authorized body for the protection of the rights of subjects of personal data may be appealed in court.,0.87986505,0.85492164,0,6. Решения уполномоченного органа по защите прав субъектов персональных данных могут быть обжалованы в судебном порядке.,Какова возможность обжалования решения уполномоченного органа по защите прав субъектов персональных данных?
1381,What can be appealed in court?,6. Decisions of the authorized body for the protection of the rights of subjects of personal data may be appealed in court.,0.55300856,0.3003845,0,6. Решения уполномоченного органа по защите прав субъектов персональных данных могут быть обжалованы в судебном порядке.,Что можно обжаловать в суде?
1382,How can decisions of the authorized body for protection of the rights of subjects of personal data be appealed?,6. Decisions of the authorized body for the protection of the rights of subjects of personal data may be appealed in court.,0.92376024,0.8880564,0,6. Решения уполномоченного органа по защите прав субъектов персональных данных могут быть обжалованы в судебном порядке.,Как можно обжаловать решения уполномоченного органа по защите прав субъектов персональных данных?
1383,Who sends a report on its activities to the President of the Russian Federation?,"7. The authorized body for the protection of the rights of subjects of personal data annually sends a report on its activities to the President of the Russian Federation, the Government of the Russian Federation and the Federal Assembly of the Russian Federation. The specified report is subject to publication in mass media.",0.68512785,0.6023036,1,"7. Уполномоченный орган по защите прав субъектов персональных данных ежегодно направляет отчет о своей деятельности Президенту Российской Федерации, в Правительство Российской Федерации и Федеральное Собрание Российской Федерации. Указанный отчет подлежит опубликованию в средствах массовой информации.",Кто направляет отчет о своей деятельности Президенту Российской Федерации?
1384,How many people are subject to the report sent to the Russian Federation?,"7. The authorized body for the protection of the rights of subjects of personal data annually sends a report on its activities to the President of the Russian Federation, the Government of the Russian Federation and the Federal Assembly of the Russian Federation. The specified report is subject to publication in mass media.",0.61930364,0.42838135,0,"7. Уполномоченный орган по защите прав субъектов персональных данных ежегодно направляет отчет о своей деятельности Президенту Российской Федерации, в Правительство Российской Федерации и Федеральное Собрание Российской Федерации. Указанный отчет подлежит опубликованию в средствах массовой информации.","Сколько человек подлежит отчету, направляемому в Российскую Федерацию?"
1385,The federal budget is used to finance the protection of the rights of subjects of personal data.,8. Financing of the authorized body for the protection of the rights of subjects of personal data is carried out at the expense of the federal budget.,0.8370252,0.71480876,0,8. Финансирование уполномоченного органа по защите прав субъектов персональных данных осуществляется за счет средств федерального бюджета.,Средства федерального бюджета направляются на финансирование защиты прав субъектов персональных данных.
1386,How much does the federal budget cover the processing of personal data?,8. Financing of the authorized body for the protection of the rights of subjects of personal data is carried out at the expense of the federal budget.,0.6437081,0.53733295,0,8. Финансирование уполномоченного органа по защите прав субъектов персональных данных осуществляется за счет средств федерального бюджета.,Сколько федеральный бюджет покрывает обработку персональных данных?
1387,What is the federal budget?,8. Financing of the authorized body for the protection of the rights of subjects of personal data is carried out at the expense of the federal budget.,0.4571645,0.2076453,0,8. Финансирование уполномоченного органа по защите прав субъектов персональных данных осуществляется за счет средств федерального бюджета.,Что такое федеральный бюджет?
1388,Where is the funding of the authorized body for protection of the rights of subjects of personal data carried out?,8. Financing of the authorized body for the protection of the rights of subjects of personal data is carried out at the expense of the federal budget.,0.80363655,0.8190808,0,8. Финансирование уполномоченного органа по защите прав субъектов персональных данных осуществляется за счет средств федерального бюджета.,Где осуществляется финансирование уполномоченного органа по защите прав субъектов персональных данных?
1389,How much does the federal budget cover the costs of the processing of personal data?,8. Financing of the authorized body for the protection of the rights of subjects of personal data is carried out at the expense of the federal budget.,0.63906074,0.5206081,0,8. Финансирование уполномоченного органа по защите прав субъектов персональных данных осуществляется за счет средств федерального бюджета.,Насколько федеральный бюджет покрывает расходы на обработку персональных данных?
1390,What is the purpose of the funding of the authorized body?,8. Financing of the authorized body for the protection of the rights of subjects of personal data is carried out at the expense of the federal budget.,0.60393625,0.6313544,0,8. Финансирование уполномоченного органа по защите прав субъектов персональных данных осуществляется за счет средств федерального бюджета.,На что направлено финансирование уполномоченного органа?
1391,What is the procedure for the formation and operation of an advisory council?,"9. Under the authorized body for the protection of the rights of subjects of personal data, an advisory council is created on a voluntary basis, the procedure for the formation and operation of which are determined by the authorized body for the protection of the rights of subjects of personal data.",0.6259607,0.59814817,0,"9. При уполномоченном органе по защите прав субъектов персональных данных создается на общественных началах консультативный совет, порядок формирования и порядок деятельности которого определяются уполномоченным органом по защите прав субъектов персональных данных.",Каков порядок формирования и работы экспертного совета?
1392,What is the name of the advisory council created by the authorized body for the protection of the rights of subjects of personal data?,"9. Under the authorized body for the protection of the rights of subjects of personal data, an advisory council is created on a voluntary basis, the procedure for the formation and operation of which are determined by the authorized body for the protection of the rights of subjects of personal data.",0.89718574,0.83337814,0,"9. При уполномоченном органе по защите прав субъектов персональных данных создается на общественных началах консультативный совет, порядок формирования и порядок деятельности которого определяются уполномоченным органом по защите прав субъектов персональных данных.","Как называется экспертный совет, созданный уполномоченным органом по защите прав субъектов персональных данных?"
1393,What is the term for the advisory council?,"9. Under the authorized body for the protection of the rights of subjects of personal data, an advisory council is created on a voluntary basis, the procedure for the formation and operation of which are determined by the authorized body for the protection of the rights of subjects of personal data.",0.61305314,0.6435518,1,"9. При уполномоченном органе по защите прав субъектов персональных данных создается на общественных началах консультативный совет, порядок формирования и порядок деятельности которого определяются уполномоченным органом по защите прав субъектов персональных данных.",Какой срок работы экспертного совета?
1394,How is an advisory council created?,"9. Under the authorized body for the protection of the rights of subjects of personal data, an advisory council is created on a voluntary basis, the procedure for the formation and operation of which are determined by the authorized body for the protection of the rights of subjects of personal data.",0.66080856,0.69375765,0,"9. При уполномоченном органе по защите прав субъектов персональных данных создается на общественных началах консультативный совет, порядок формирования и порядок деятельности которого определяются уполномоченным органом по защите прав субъектов персональных данных.",Как создается экспертный совет?
1395,What is the process for the formation and operation of an advisory council?,"9. Under the authorized body for the protection of the rights of subjects of personal data, an advisory council is created on a voluntary basis, the procedure for the formation and operation of which are determined by the authorized body for the protection of the rights of subjects of personal data.",0.6018051,0.612732,0,"9. При уполномоченном органе по защите прав субъектов персональных данных создается на общественных началах консультативный совет, порядок формирования и порядок деятельности которого определяются уполномоченным органом по защите прав субъектов персональных данных.",Каков порядок формирования и работы консультативного совета?
1396,What is the name of the advisory council created by the authorized body for protection of the rights of subjects of personal data?,"9. Under the authorized body for the protection of the rights of subjects of personal data, an advisory council is created on a voluntary basis, the procedure for the formation and operation of which are determined by the authorized body for the protection of the rights of subjects of personal data.",0.89771515,0.82352513,0,"9. При уполномоченном органе по защите прав субъектов персональных данных создается на общественных началах консультативный совет, порядок формирования и порядок деятельности которого определяются уполномоченным органом по защите прав субъектов персональных данных.","Как называется экспертный совет, созданный уполномоченным органом по защите прав субъектов персональных данных?"
1397,What is the purpose of an advisory council?,"9. Under the authorized body for the protection of the rights of subjects of personal data, an advisory council is created on a voluntary basis, the procedure for the formation and operation of which are determined by the authorized body for the protection of the rights of subjects of personal data.",0.6405699,0.7466682,0,"9. При уполномоченном органе по защите прав субъектов персональных данных создается на общественных началах консультативный совет, порядок формирования и порядок деятельности которого определяются уполномоченным органом по защите прав субъектов персональных данных.",Какова цель экспертного совета?
1398,Article 23.1. State control over processing of personal data.,Article 23.1. Federal state control (supervision) over the processing of personal data,0.88353515,0.9025463,0,Статья 23.1. Федеральный государственный контроль (надзор) за обработкой персональных данных (в ред. Федерального закона от 11.06.2021 N 170-ФЗ),Статья 23.1. Государственный контроль за обработкой персональных данных.
1399,What article 23.1 provides for federal control over the processing of personal data?,Article 23.1. Federal state control (supervision) over the processing of personal data,0.85831857,0.9264753,0,Статья 23.1. Федеральный государственный контроль (надзор) за обработкой персональных данных (в ред. Федерального закона от 11.06.2021 N 170-ФЗ),Какой статьей 23.1 предусмотрен федеральный контроль за обработкой персональных данных?
1400,What is the federal state control over the processing of personal data?,Article 23.1. Federal state control (supervision) over the processing of personal data,0.8522307,0.79298705,0,Статья 23.1. Федеральный государственный контроль (надзор) за обработкой персональных данных (в ред. Федерального закона от 11.06.2021 N 170-ФЗ),Как осуществляется федеральный государственный контроль за обработкой персональных данных?
1401,The federal executive body is responsible for the compliance of processing of personal data with the requirements of the legislation of the Russian Federation in the field of personal data.,"1. Federal state control (supervision) over the processing of personal data is carried out by the federal executive body, which exercises the functions of control (supervision) over the compliance of the processing of personal data with the requirements of the legislation of the Russian Federation in the field of personal data.",0.8033546,0.87933373,4,"1. Федеральный государственный контроль (надзор) за обработкой персональных данных осуществляется федеральным органом исполнительной власти, осуществляющим функции по контролю (надзору) за соответствием обработки персональных данных требованиям законодательства Российской Федерации в области персональных данных.",Федеральный орган исполнительной власти несет ответственность за соответствие обработки персональных данных требованиям законодательства Российской Федерации в области персональных данных.
1402,What is the role of the federal executive body in processing personal data?,"1. Federal state control (supervision) over the processing of personal data is carried out by the federal executive body, which exercises the functions of control (supervision) over the compliance of the processing of personal data with the requirements of the legislation of the Russian Federation in the field of personal data.",0.64530915,0.6407223,9,"1. Федеральный государственный контроль (надзор) за обработкой персональных данных осуществляется федеральным органом исполнительной власти, осуществляющим функции по контролю (надзору) за соответствием обработки персональных данных требованиям законодательства Российской Федерации в области персональных данных.",Какова роль федерального органа исполнительной власти в обработке персональных данных?
1403,What is the subject of federal state control over processing of personal data?,2. The subject of federal state control (supervision) over the processing of personal data is compliance by operators with mandatory requirements in the field of personal data established by this Federal Law and other regulatory legal acts of the Russian Federation adopted in accordance with it.,0.75827885,0.80734897,1,"2. Предметом федерального государственного контроля (надзора) за обработкой персональных данных является соблюдение операторами обязательных требований в области персональных данных, установленных настоящим Федеральным законом и принимаемыми в соответствии с ним иными нормативными правовыми актами Российской Федерации.",Что является предметом федерального государственного контроля за обработкой персональных данных?
